policy,difficulty,driver_profile,rep,seed,steps,episode_time,final_x,final_y,min_h,mean_lambda,min_lambda,mean_takeover,rms_conflict,rms_rwa,first_driver_reaction_time,first_motor_release_time,peak_driver_rwa,peak_driver_swa_cmd,collision,success,return
heuristic,easy,late_linear,0,42,65.0,3.1999999999999966,57.85709316392185,-0.8356662382404754,0.5040294711896078,0.5612307692307693,0.2,0.43876923076923074,0.14591591516521452,0.10325658921824218,1.5000000000000007,1.4000000000000006,0.27494584285645407,4.695209083467789,0.0,1.0,24.335094811036406
heuristic,easy,late_aggressive,0,52,68.0,3.349999999999996,50.185886982354525,1.07906676337174,0.6612694542093145,0.5455882352941177,0.22,0.4544117647058824,0.2354664509722462,0.0946071641678147,1.4500000000000006,1.4000000000000006,0.35,6.165216800675008,0.0,1.0,3.2085405897460575
heuristic,easy,frozen,0,62,59.0,2.8999999999999977,53.442566445240864,-0.8965820179618251,0.11427977047450222,0.5386440677966102,0.16,0.46135593220338983,0.11150116677262067,0.1026103576305555,1.800000000000001,1.800000000000001,0.11286080231205625,1.9076267673390348,0.0,1.0,23.24122644908197
heuristic,easy,wrong_initial,0,72,36.0,1.7500000000000009,51.73737701845063,1.0443926859079797,0.15713252492160112,0.3899999999999999,0.18,0.6099999999999999,0.3010792946278158,0.1383305634289409,0.25,0.2,0.35,5.732019492128164,0.0,1.0,13.500867781608001
heuristic,medium,late_linear,0,142,12.0,0.5499999999999999,41.93559974541868,-0.4965280929962681,-0.21937622083848995,0.53,0.18,0.47,0.21449438940841334,0.16740570391738122,0.2,0.15000000000000002,0.08155335141840898,1.3982671679139491,1.0,0.0,-204.6217050880778
heuristic,medium,late_aggressive,0,152,12.0,0.5499999999999999,38.091245949098614,1.1005771617259068,-0.1305060149174293,0.5266666666666666,0.18,0.4733333333333334,0.15154277376064748,0.1940532280196219,0.35,0.3,0.1228350695934316,2.949004552919087,1.0,0.0,-206.07316242304157
heuristic,medium,frozen,0,162,14.0,0.65,40.65381848839655,0.7817835317192482,-0.1558169446253379,0.5157142857142857,0.18,0.4842857142857143,0.17893064693975783,0.18687773492816312,0.49999999999999994,0.44999999999999996,0.018584573989030247,0.37110774480716435,1.0,0.0,-204.91661183235058
heuristic,medium,wrong_initial,0,172,48.0,2.3499999999999996,47.429624017079576,-1.7627939716524672,0.03869261133188462,0.48916666666666675,0.16,0.5108333333333334,0.22412298894873284,0.10645607435745374,0.9000000000000002,0.8500000000000002,0.35,6.316615940973242,0.0,1.0,13.983950100429983
heuristic,hard,late_linear,0,242,36.0,1.7500000000000009,42.13954860717923,2.180408694785352,0.016352332111702506,0.47277777777777774,0.16,0.5272222222222223,0.1779777653490066,0.1251356346050444,0.25,0.2,0.2465863514706207,4.592820475039664,0.0,1.0,3.6661484677778304
heuristic,hard,late_aggressive,0,252,43.0,2.1000000000000005,46.17033630066414,3.472511819131122,0.006551121348610911,0.4906976744186046,0.16,0.5093023255813954,0.18734765142562243,0.1135305632234549,1.4000000000000006,1.3000000000000005,0.2500244331112114,6.137680239449631,0.0,1.0,-11.034554950514242
heuristic,hard,frozen,0,262,42.0,2.0500000000000007,48.95391957287691,2.8179367875625676,0.003425661642958433,0.4961904761904763,0.16,0.5038095238095237,0.11995869508640321,0.12261520934523087,1.7000000000000008,1.6500000000000008,0.020901552873156412,0.514114146872264,0.0,1.0,-8.409937685287375
heuristic,hard,wrong_initial,0,272,38.0,1.850000000000001,47.76870870297999,-3.158308895456953,0.0019344775144241044,0.4978947368421052,0.16,0.5021052631578948,0.15453350313636116,0.100829851818034,1.1500000000000004,1.1000000000000003,0.21485660281909938,5.611840761082263,0.0,1.0,5.214718773162367
