policy,success,collision,road_departure,episode_return,min_h,mean_takeover,max_takeover,final_x,final_y,steps,num_episodes
bc_warmstart,1.0,0.0,0.0,5.396509318543271,0.6268635647557516,0.40282991608519464,0.9334544300392736,48.53640798586482,0.20949934183433153,48.916666666666664,24
driver_hold,0.0,1.0,0.0,-202.19061940842167,-0.3614878165179551,0.0,0.0,36.45493348244215,-0.09038634523574714,36.583333333333336,24
heuristic,0.9583333333333334,0.041666666666666664,0.0,-4.069317903348959,0.507057970570971,0.4092466995483695,0.9499999999999998,48.09084386159277,0.23467994136033002,48.458333333333336,24
sac_finetune,1.0,0.0,0.0,7.241515629326233,0.7264780899366338,0.3755620192537099,0.899096525424587,48.53667183021793,0.12821957924739213,48.958333333333336,24
