policy,success,collision,road_departure,episode_return,min_h,mean_takeover,max_takeover,final_x,final_y,steps,num_episodes
bc_warmstart,1.0,0.0,0.0,6.147721338508855,0.5745326097393536,0.4025563799252206,0.9381986418787468,48.615296118605954,-0.3302313820414419,48.416666666666664,24
driver_hold,0.0,1.0,0.0,-201.68978607364485,-0.2804565940286174,0.0,0.0,36.34890400924314,-0.00044047557417522393,36.041666666666664,24
heuristic,0.9166666666666666,0.08333333333333333,0.0,-14.50602146424981,0.45262007706570584,0.4159976885471921,0.9499999999999998,47.712823704158176,-0.4977755986524947,47.541666666666664,24
