t,x,y,psi,vy,r,delta_sfa,delta_rwa,delta_drv_rwa,delta_auto_rwa,delta_cmd,lambda,real_h,ttc,perceived_h,raw_cmd,lpf_cmd,sfa_cmd,driver_hazard,driver_obstacle_term,driver_burst_mult,auto_hazard,auto_y_ref,auto_repulsive
0.9500000000000003,18.961682366308953,0.8120425381864094,0.12797210321747954,-0.23454682171214034,-0.2344562409077215,-0.010186332720014098,-0.044603084147902566,-0.0006790888480009399,-0.08215546526047889,-0.08215546526047889,0.0,26.891346170744946,1.0519158816845524,41.293490934009725,-0.22665162070779374,-0.16642721869105598,-0.05285766186202668,0.1331107571564567,0.0491654505442314,1.0,0.39890521046597005,0.8775914630251341,0.005948802049290905
1.0000000000000002,19.955001785206072,0.9280341868979844,0.11624929117209346,-0.2056778220642713,-0.33398041666141015,-0.022039479703906482,-0.060249909611476034,-0.0014692986469270989,-0.0855160277317303,-0.0855160277317303,0.0,24.41063158842296,1.0022499107396965,38.138421568515795,-0.2779101743676044,-0.21287845022295115,-0.08519039871259193,0.16629637459623836,0.0724305036826029,1.0,0.427285765291602,0.9400286836415245,0.006592758259818706
1.0500000000000003,20.94944524656018,1.03380734316309,0.09955027033902294,-0.15754406425410308,-0.40541386456690287,-0.03958140165076355,-0.07077745882824865,-0.0026387601100509033,-0.08118603745378018,-0.08118603745378018,0.0,22.052539602083765,0.952527737671991,35.12136512197628,-0.3281117708668947,-0.2608923338245943,-0.12340978867910042,0.19943828316621837,0.09803873459250637,1.0,0.4556984356160052,1.0025365583552115,0.007325938028008337
1.1000000000000003,21.945277092379463,1.1253550639572945,0.0792795771106778,-0.094050022404119,-0.44164262012484135,-0.06286706471419046,-0.07511436658888679,-0.004191137647612697,-0.06936903200357163,-0.06936903200357163,0.0,19.811522707886184,0.9027361453810269,32.24254236540427,-0.374002223179422,-0.30802145438910583,-0.16642721869105598,0.23254535113345698,0.12559240995784438,1.0,0.4841507740679847,1.0651317029495664,0.008177151035331886
1.1500000000000004,22.942508534263627,1.1998638878267953,0.05719744610443574,-0.02056097469044367,-0.438555474503924,-0.09163377415220866,-0.07272047717833881,-0.006108918276813911,-0.050945726792069594,-0.050945726792069594,0.0,17.683032812252968,0.8528745732868186,29.500349209196397,-0.4119866988127501,-0.35134030623229096,-0.21287845022295115,0.2656334712614101,0.1551704625342065,1.0,0.5126431009789607,1.1278148221537136,0.009177623841994291
1.2000000000000004,23.94093197595915,1.2560037841311988,0.03526967237923953,0.05654500364673398,-0.39547826599883934,-0.12531285083852603,-0.0636476645173933,-0.008354190055901736,-0.027411880451931374,-0.027411880451931374,0.0,15.66421760934817,0.8029534012020425,26.891346170744946,-0.4385216699485065,-0.38766587444738076,-0.2608923338245943,0.29872274554363176,0.18726267055849002,1.0,0.5411694850274043,1.1905728670602895,0.010361006329023462
1.2500000000000004,24.940210370021774,1.294091636567623,0.015495759079297563,0.13041978221509337,-0.31531475270697606,-0.16297381833465613,-0.048549421156784164,-0.01086492122231041,-0.0007579532653060102,-0.0007579532653060102,0.0,13.75430066418762,0.7529894814989113,24.41063158842296,-0.4504756331692523,-0.41383660724816057,-0.30802145438910583,0.3318333928402024,0.22269217726556997,1.0,0.5697202962863364,1.25338465182994,0.011762791751574868
1.3000000000000005,25.93998926951704,1.316106981739031,-0.00026997855605124035,0.19434581315635913,-0.20437027506844757,-0.20326482834978105,-0.02863630953533493,-0.01355098855665207,0.026699893276343825,0.026699893276343825,0.0,11.954599425399243,0.7030005365241481,22.052539602083765,-0.44540785068505045,-0.42699129201353136,-0.35134030623229096,0.3649815082186727,0.2625565665292812,1.0,0.5982854077004869,1.3162278969410712,0.013418733573522898
1.3500000000000005,26.9399918565329,1.3255542934899385,-0.010488492309473619,0.2423451273377188,-0.0718626950638416,-0.24439690553936713,-0.005579558363802115,-0.016293127035957807,0.05252172783366228,0.05252172783366228,0.0,10.26822936168464,0.6530004071733551,19.811522707886184,-0.42174393367722957,-0.42480489270673893,-0.38766587444738076,0.3981759030793154,0.30819275945423136,1.0,0.6268569101866542,1.3790852024106395,0.015361872157563159
1.4000000000000006,27.940063942221713,1.3271825833558142,-0.014081627062665698,0.26973797650716125,0.07084250978272241,-0.2841938413471487,0.018629310885141383,-0.018946256089809915,0.07435910832654671,0.07435910832654671,0.0,8.699614285405792,0.6029968028889143,17.683032812252968,-0.3788448086434597,-0.40565485768037257,-0.41383660724816057,0.43141695114212086,0.3611567542074877,1.0,0.6554303983491918,1.4419468763682222,0.017618011752613263
