policy,t,x,y,psi,delta_rwa,delta_swa,delta_drv_rwa,delta_auto_rwa,delta_cmd,lam,action,h,ttc,reward,reward_barrier,reward_takeover,collision,road_departure,success
random,1.0500000000000003,20.957247253119828,0.836202007777378,0.16310128280211292,-0.008127561877395561,-0.012154293620048245,-0.00045629735788577113,-0.06048333508099386,-0.039445231963672625,0.3504771169013122,0.8107973045689978,21.90610142218301,0.9521376373440086,-0.5507576727534115,-0.0,-0.1054699939172079,0.0,0.0,0.0
random,1.1000000000000003,21.945995845692977,0.9863052967939178,0.16256614194699648,-0.03402300555282821,-0.019131317241048072,-0.0008102862413365497,-0.09584338367335032,-0.0702766266984339,0.26903002917701124,-0.8144708772430098,19.708299977649972,0.9027002077153512,-0.74669754330194,-0.0,-0.13357927456124025,0.0,0.0,0.0
random,1.1500000000000004,22.935055653152446,1.1344708408811537,0.1546087735475914,-0.061216111887783795,-0.028108379462118912,-0.0012754211494032048,-0.12340223772983488,-0.09928646075672161,0.19746504206331145,-0.7156498711369979,17.646107402514183,0.8532472173423777,-0.9489771337074316,-0.0,-0.1610155896776106,0.0,0.0,0.0
random,1.2000000000000004,23.92541118209111,1.2738115955931162,0.1387430890289926,-0.07920257222891527,-0.03991986318339773,-0.001873891964141261,-0.139559439211537,-0.10438361670649933,0.25547941093507176,0.5801436887176032,15.710977250615738,0.8037294408954445,-1.1080615642967409,-0.0,-0.13857772688539693,0.0,0.0,0.0
random,1.2500000000000004,24.917578203811757,1.399388622811019,0.11669288117384156,-0.09823085457490315,-0.05556793045572983,-0.002661324212226515,-0.14810104240981722,-0.12487044985928616,0.1597266058984696,-0.9575280503660215,13.895073936000314,0.7541210898094122,-1.4209116997092481,-0.0,-0.17651484420872643,0.0,0.0,0.0
random,1.3000000000000005,25.912087167700143,1.5046430316437132,0.08902992796080181,-0.10244060921150203,-0.07612232489685308,-0.0037045286970486552,-0.14173060075306185,-0.10833426570274048,0.24195671551653375,0.8223010961806414,12.18770442641583,0.7043956416149928,-1.5394668588895015,-0.0,-0.14365740528762033,0.0,0.0,0.0
random,1.3500000000000005,26.90871659295671,1.5869462376101764,0.05886865957883951,-0.09985570390279877,-0.10228142156734826,-0.005074821659790205,-0.1277096289348811,-0.09623683647061422,0.2566383326527192,0.14681617136185432,10.582774445736039,0.6545641703521644,-1.6051781138460075,-0.0,-0.13814664212033234,0.0,0.0,0.0
random,1.4000000000000006,27.907080590183273,1.6441476860130668,0.02879560864695792,-0.09314882239549949,-0.1342736476780222,-0.006818761437823217,-0.10417506556220321,-0.0837591882852805,0.20970267370503184,-0.4693565894768734,9.075289541262217,0.6046459704908363,-1.7550530913531779,-0.0,-0.15614246598724385,0.0,0.0,0.0
random,1.4500000000000006,28.906599608618468,1.675245163973,0.00048689894303262024,-0.0762543164984452,-0.17163187429988525,-0.008951576511868146,-0.06934818930457934,-0.05260200824256921,0.2772702025440587,0.6756752883902688,7.6625594708989,0.5546700195690766,-1.8155138086129023,-0.0,-0.13058459003267647,0.0,0.0,0.0
random,1.5000000000000007,29.906596163546375,1.6825641511369214,-0.023571157531342552,-0.05406410911339017,-0.21304860831855524,-0.011442124953325684,-0.028715962604438646,-0.022997818774313138,0.33102915204005545,0.5375894949599671,6.346892492855471,0.5046701918226812,-1.788840534427026,-0.0,-0.11188049885506181,0.0,0.0,0.0
random,1.5500000000000007,30.906572330130505,1.6697670876971447,-0.04148388015251073,-0.028619667498021154,-0.2565135613610069,-0.014203240554570349,0.016078702774824767,0.007002550763495469,0.29972158367124835,-0.3130756836880708,5.132899815081398,0.45467138349347475,-1.7501573306837304,-0.0,-0.12259746509397611,0.0,0.0,0.0
random,1.6000000000000008,31.90627591018663,1.6418808471262505,-0.0520447812576874,-0.0024807403002036765,-0.2992539956762271,-0.017100904090733792,0.06292461865195612,0.03411375777674078,0.36002090192965497,0.602993182584066,4.027066430017587,0.40468620449066856,-1.7074903083386512,-0.0,-0.10239331149173307,0.0,0.0,0.0
random,1.6500000000000008,32.905702772865844,1.6048501378945834,-0.054820345658198204,0.028002067420769036,-0.3377693792746028,-0.01995026637841514,0.10977691355059517,0.07067799823013082,0.30139339606287724,-0.5862750586677772,3.0367575051084073,0.3547148613567078,-1.656883460540428,-0.0,-0.12201279676613999,0.0,0.0,0.0
random,1.7000000000000008,33.90510294383968,1.5665023387586754,-0.04891545114891194,0.05561817234950413,-0.36842199992600916,-0.022517958618306855,0.1500502654684257,0.09428071924973323,0.3231739013009879,0.2178050523811066,2.1708462132177018,0.304744852808016,-1.5456781192684457,-0.0,-0.11452339197003122,0.0,0.0,0.0
random,1.7500000000000009,34.904711099808694,1.5340354861913998,-0.03461560051974483,0.0802846024282288,-0.38731586451321826,-0.024561466661733942,0.18302978329537387,0.11481760453844334,0.3285888917332712,0.05414990432283329,1.4369015637574516,0.2547644450095653,-1.4835946149909311,-0.0,-0.11269821907598924,0.0,0.0,0.0
random,1.800000000000001,35.904639711411136,1.5146644626446037,-0.012718309730723604,0.09497080114674901,-0.3349302634255804,-0.02582105763421455,0.2060779937094966,0.1155314793526773,0.3904565966620322,0.6186770492876097,0.8420922422612216,0.2047680144294432,-1.4754114176121564,-0.0,-0.09288579013820814,0.0,0.0,0.0
random,1.850000000000001,36.90470757514853,1.5136408428830344,0.014433832244123309,0.11175530296569401,-0.2390874908937472,-0.022328684228372028,0.22142156921296957,0.13525360551221702,0.3535092271052298,-0.3694736955680238,0.39157334200777694,0.1547646212425736,-1.6984755073395772,-0.23781750840062926,-0.10448757985951933,0.0,0.0,0.0
random,1.900000000000001,37.904464554134506,1.5376936167017243,0.04633098366613929,0.12418145657142712,-0.11135231543403906,-0.015939166059583145,0.22027416150737783,0.1415780716194535,0.3331568573988096,-0.2035236970642016,0.09262096426520561,0.10477677229327469,-2.4243267416559426,-0.9222732326253215,-0.11116994420855789,0.0,0.0,0.0
random,1.950000000000001,38.90303970346852,1.5915949774449862,0.08205623055938041,0.12290572231188125,0.045145451288861244,-0.0074234876956026045,0.20227608826894086,0.12111969434851702,0.3870126753815944,0.5385581798278476,-0.04826138788904255,0.054848014826573886,-203.01101613817912,-1.3997377615140902,-0.09393836503570765,1.0,0.0,0.0
