policy,t,x,y,psi,delta_rwa,delta_swa,delta_drv_rwa,delta_auto_rwa,delta_cmd,lam,action,h,ttc,reward,reward_barrier,reward_takeover,collision,road_departure,success
full_takeover,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-1.0,94.0625,1.95,-0.062499999999999944,-0.0,-0.0024999999999999988,0.0,0.0,0.0
full_takeover,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-1.0,89.25,1.9,-0.06999999999999994,-0.0,-0.009999999999999995,0.0,0.0,0.0
full_takeover,0.15000000000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,-1.0,84.5625,1.85,-0.08249999999999993,-0.0,-0.02249999999999999,0.0,0.0,0.0
full_takeover,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,-1.0,80.0,1.8,-0.09999999999999992,-0.0,-0.03999999999999998,0.0,0.0,0.0
full_takeover,0.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,-1.0,75.5625,1.75,-0.12249999999999991,-0.0,-0.06249999999999997,0.0,0.0,0.0
full_takeover,0.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000013,-1.0,71.25,1.7,-0.1499999999999999,-0.0,-0.08999999999999996,0.0,0.0,0.0
full_takeover,0.35,7.0,0.0,0.0,0.010095734126984134,0.0,0.0,0.03461394557823132,0.024229761904761917,0.30000000000000016,-1.0,67.0625,1.65,-0.18296697762811903,-0.0,-0.12249999999999994,0.0,0.0,0.0
full_takeover,0.39999999999999997,8.0,0.0025239335317460334,0.0020191468253968267,0.026369978424635454,0.0,0.0,0.06144240055168413,0.049153920441347296,0.20000000000000015,-1.0,63.00000220423546,1.6,-0.22216994900016324,-0.0,-0.15999999999999992,0.0,0.0,0.0
full_takeover,0.44999999999999996,8.999985835182153,0.010548746802740077,0.008133713333736617,0.04471497909203215,0.0,0.0,0.07821997780709723,0.0703979800263875,0.10000000000000014,-1.0,59.06259339250838,1.5500007082408924,-0.26744264960386416,-0.0,-0.20249999999999996,0.0,0.0,0.0
full_takeover,0.49999999999999994,9.99988253013648,0.02731619244586069,0.019492838471608553,0.061504495349174,0.0,0.0,0.0850098181091726,0.08500981810917259,1.3877787807814457e-16,-1.0,55.250698704674086,1.5000058734931758,-0.3181491015874555,-0.0,-0.24999999999999994,0.0,0.0,0.0
full_takeover,0.5499999999999999,10.999508035872042,0.056272376717286146,0.036082922229072764,0.07023120390891051,0.0,0.0,0.08244859589254162,0.08244859589254162,0.0,-1.0,51.56537908764477,1.450024598206398,-0.200221399388284,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.6,11.998588253056196,0.09979553903140136,0.056145188020940234,0.07183653440949891,0.0,0.0,0.07408399711032268,0.07408399711032268,0.0,-1.0,48.00838731139725,1.4000705873471901,-0.20384610607574902,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.65,12.996795534426418,0.15977200131556177,0.07747204813822309,0.06707557625394098,0.0,0.0,0.06041023483615987,0.06041023483615987,0.0,-1.0,44.58214861704447,1.3501602232786791,-0.21206717274909911,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.7000000000000001,13.993804809244324,0.2370540733643981,0.09796498978372158,0.05643743508001899,0.0,0.0,0.04154403743652822,0.04154403743652822,0.0,-1.0,41.289581278660556,1.3003097595377837,-0.22911579183805786,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.7500000000000001,14.989392201633716,0.33097429388975097,0.1157510959812098,0.04061879522509167,0.0,0.0,0.018472699428193417,0.018472699428193417,0.0,-1.0,38.13356089519349,1.2505303899183142,-0.2600962913667549,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.8000000000000002,15.983539838964083,0.4392484303106047,0.1292141895605085,0.020803848435005476,0.0,0.0,-0.00693707707111519,-0.00693707707111519,0.0,-1.0,35.11615837982336,1.2008230080517959,-0.3099460875355967,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.8500000000000002,16.976492722481158,0.5581799550340919,0.13707604912058322,-0.001349858124259723,-0.00048784363402961533,0.0,-0.03236504730723099,-0.03236504730723099,0.0,-1.0,32.23792587066918,1.151175363875942,-0.38201740705545334,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.9000000000000002,17.968741278429516,0.6830193696336778,0.13851207217398256,-0.02388460299264114,-0.0026263756482167093,-3.252290893530769e-05,-0.055433245808375116,-0.055433245808375116,0.0,-1.0,29.497446587906527,1.1015629360785242,-0.4767924070540585,-0.0,-0.25,0.0,0.0,0.0
full_takeover,0.9500000000000003,18.960933476079127,0.8083945023808582,0.13324951443348515,-0.044754691198749905,-0.00812079238304306,-0.00017509170988111396,-0.07397281468730216,-0.07397281468730216,0.0,-1.0,26.891270158213686,1.0519533261960436,-0.5911391534007596,-0.0,-0.25,0.0,0.0,0.0
full_takeover,1.0000000000000002,19.953740712556403,0.928777818297639,0.12161489103589111,-0.06202640134261961,-0.018520640418621847,-0.0005413861588695374,-0.08620679554403719,-0.08620679554403719,0.0,-1.0,24.41426924252395,1.0023129643721798,-0.718361930669396,-0.0,-0.25,0.0,0.0,0.0
full_takeover,1.0500000000000003,20.9477142851422,1.0389691463051403,0.10452091738174897,-0.07405406745136625,-0.034631411118078964,-0.0012347093612414565,-0.09089280000361157,-0.09089280000361157,0.0,-1.0,22.06036392879855,0.95261428574289,-0.849111087877689,-0.0,-0.25,0.0,0.0,0.0
full_takeover,1.1000000000000003,21.94317325619976,1.1345650339576823,0.08339657746959286,-0.07962900326603135,-0.05671996628535324,-0.0023087607412052642,-0.0874339134065625,-0.0874339134065625,0.0,-1.0,19.82347301256944,0.902841337190012,-0.9729867627792016,-0.0,-0.25,0.0,0.0,0.0
full_takeover,1.1500000000000004,22.94015653969481,1.2123767521091404,0.06006890498882775,-0.07809434414896847,-0.08465714862589485,-0.003781331085690216,-0.07594582138508044,-0.07594582138508044,0.0,-1.0,17.698492353315647,0.8529921730152594,-1.0804631917316483,-0.0,-0.25,0.0,0.0,0.0
full_takeover,1.2000000000000004,23.938452419749595,1.2707555283341965,0.03660725206393601,-0.06941598080216133,-0.1179642495295222,-0.00564380990839299,-0.05726627211663131,-0.05726627211663131,0.0,-1.0,15.682093028733185,0.8030773790125203,-1.1646685325030246,-0.0,-0.25,0.0,0.0,0.0
full_takeover,1.2500000000000004,24.93769333434664,1.3097878648149037,0.01514290504373991,-0.054200825002251596,-0.15577366279346858,-0.007864283301968146,-0.03289960688237797,-0.03289960688237797,0.0,-1.0,13.773181558254727,0.753115333282668,-1.2225839808245424,-0.0,-0.25,0.0,0.0,0.0
